Imputation_,resilient,EFFORT1,ESCS,UNDREM,METASUM,METASPAM,DISCLIMA,TEACHSUP,DIRINS,PERFEED,STIMREAD,ADAPTIVITY,TEACHINT,JOYREAD,SCREADCOMP,SCREADDIFF,PISADIFF,PERCOMP,PERCOOP,ATTLNACT,COMPETE,WORKMAST,GFOFAIL,EUDMO,SWBP,MASTGOAL,DISCRIM,BELONG,BEINGBULLIED,EMOSUPP
1,0,10,-1.7097,-1.64,-1.72,-1.41,.4922,-.3971,-.0424,.7743,.5102,.4572,.1744,.1372,.1222,1.2421,1.6524,.6912,-.9391,-.6583,-.9792,-.1015,.4637,.2621,-.5928,-.4347,.5881,.0348,-.7823,-.6796
1,0,6,-1.3176,-1.64,.59,-1.41,1.4022,-1.8358,-1.2468,-.4521,-.4648,-.4677,-.8829,1.3468,-.7133,.9065,.2705,.202,-1.5068,.0083,.4352,-.7233,-.2006,-.9827,-.5928,-1.526,-.1731,-1.0541,.7703,-1.7606
1,0,5,-1.2478,1.5,-1.72,-1.41,.3529,-.2023,-.0424,-.3253,-.62,.4572,.1744,.0127,-1.0985,-.0697,.2705,.6912,.6012,-.6583,.1956,-.6545,.4637,-.3121,.1869,.0337,.5881,-.4509,-.7823,.739
1,0,7,-1.4235,-.6,-.57,.42,.3529,-.3971,-1.0988,-.3253,-.62,-.5786,-1.2245,.4493,-.825,.409,.2705,2.0378,-.9391,-.6583,-.9792,-.1015,.4637,.2621,-1.1176,-.1793,.5881,-1.1328,3.8591,.0721
1,0,5,-2.4468,-.6,-1.72,-1.41,-.0424,-1.1481,-1.0988,-.3253,-.62,-.5786,-.5551,.4823,.1222,-.0697,.2705,2.0378,.6012,-1.6139,-1.3898,-1.3692,.4637,-2.1464,-1.1176,-2.5252,.5881,-.6659,-.7823,.739
1,0,6,-1.7051,-.6,-1.72,1.33,-.0424,.7015,-.3001,-.3253,-.9225,-.2644,.1744,.7396,.1222,-.0697,.2705,2.0378,-1.8317,-1.1507,-.5229,-.6545,.4637,-1.7389,-1.1176,-.6331,-1.1549,-.3184,.8615,-2.2521
1,1,4,-2.4386,-.94,.21,-1.41,-1.0154,-.3971,-.5066,-.3253,-.3644,-.1716,-.3689,-.2704,-.4089,.0755,.7192,-.1532,-.1855,-.6583,-.5707,.5693,.4637,-.267,.5012,-.5589,-.3896,-.0553,.2907,-1.7606
1,0, ,-2.5206,-1.64,-1.72,-1.41,-.0424,-1.7803,-1.0988,-1.256,-.62,-.5786,-1.2931,.2641,.1222,1.2421,1.6524,2.0378,-2.1428,1.0844,2.0054,1.8164,-.2006,.2621,-.5928,-.4347,.5881,-.9298,1.1625,-1.7606
1,0, ,-1.3217,.8,-1.72,-.96,.6499,-1.415,-1.0988,-.3253,.0205,-1.0504,.1744,.0674,-.4089,.409,.2705,.6912,-.9391,.4667,.1956,-1.3692,.4637,-.1652,.1869,-1.3162,-.1731,-.3184,.2907,-1.7606
1,0, ,-1.9602,-.25,-.95,1.33,-.582,-1.3684,-1.3309,-.3253,-1.037,-1.4494,-.5905,.3568,-.4089,-.0697,-1.272,2.0378,.6012,-1.1507,.1956,-.6545,1.4083,-.9827,-1.1176,-.094,1.0167,-1.0523,1.8633,-1.7606
1,0, ,-1.671,1.15,-.18,-.04,-.0424,-.2023,-.0424,-.6555,-.62,-.5786,-.2934,-.7637,-.825,.5082,.8232,.6912,.6012,-.6583,-.2047,-.772,.4637,-.9827,-.5928,-.4347,.5881,-.3184,1.1928,.739
1,1,8,-2.106,.1,-1.72,-.5,.2108,.2048,.006,-.99,.3812,.1915,.1744,-.4389,-.825,.409,.2705,1.563,-.5107,.4626,1.2643,1.8164,.4637,1.7411,.1869,.3468,-1.1549,-.2133,-.7823,.739
1,1,8,-2.056,-.94,-.18,.87,2.0345,-.2023,-.0424,-.6555,-.62,.4572,.1744,.0127,-.5485,.9065,1.1904,.6912,.6012,-.6583,.1956,-.1015,.4637,-.9827,-.5928,-.094,-.2021,-.3184,-.7823,-1.7606
1,0,7,-2.3005,.45,-.57,-.5,-1.0963,-.3971,-.0424,-.3253,-.62,-.5786,-1.0615,-.4556,-1.3543,.9065,.7192,2.0378,.6012,-.6583,-.6888,-.1015,1.8905,-.9827,-1.1176,1.2329,.3228,-.857,1.1211,-.5553
1,0,9,-1.8294,.1,-.57,-1.41,.7767,-.2023,-.0424,-.3253,.5102,-.1687,-.2934,.638,-1.3543,-.0697,.2705,.2865,.6012,-.6583,.2653,-1.071,1.8905,-.9827,.1869,-1.3162,-1.1549,-.8548,-.7823,.0721
1,1,7,-1.2476,.1,-.57,-1.41,-1.0963,-1.415,-.5522,-.3253,-.62,-.5786,-.6079,.2363,-.825,1.2421,.2705,-.2309,.6012,-1.1507,.1956,-.6545,.052,-.6723,-.5928,-.4347,-.6615,-.4509,-.7823,.739
1,0,9,-1.6492,.8,-1.34,-1.41,.396,-.3673,-.3007,-.3253,-.3302,-.1687,.6797,.0674,-.825,-.524,.2705,-.2309,.6012,.0281,-.2047,.0273,.4637,.2621,-.5928,.3468,.5881,-.6843,-.7823,-1.7606
1,0,8,-1.2742,-1.64,-1.72,1.33,-.8922,-1.1481,-2.9425,-1.6391,-2.3003,-2.2652,-1.3953,.4067,-.7133,1.5959,3.0064,2.0378,-.9391,-2.5375,-2.345,-.1015,.4637,-2.1464,-1.1176,-2.5252,-1.1549,-.7814,.1462,.739
1,0,6,-1.2805,-1.64,-1.72,-1.41,-1.0454,-1.415,-1.3309,-1.6391,-2.3003,-.5786,-2.2177,-.4556,-1.0985,1.2184,1.1904,.6912,.9995,-1.1507,.7871,-.6545,1.8905,.2621,1.2386,-1.3162,-1.1549,-.6464,.2907,.739
1,0,10,-1.4832,.8,.21,-1.41,.6911,-.2023,-.3001,2.0165,.5102,.4572,-.2934,-1.4526,-.9323,-.0697,.9672,-1.1126,-2.1428,-1.4024,.1956,-1.071,.052,-.9827,-.5928,-.6331,-1.1549,-.2062,3.8591,.739
1,0,8,-1.3485,-.25,-1.72,-1.41,.7998,1.314,-.0424,.7743,.5102,-.2671,.1744,-2.7114,.1222,-.1817,.2705,.2865,-.9391,-1.1534,-.2047,-.1015,-1.8939,-1.7389,.1038,.4317,-1.1549,.1731,-.7823,-.5553
1,0,9,-1.5155,.1,-.95,-.5,.8946,-.2023,-.5794,-.99,.0205,-.5786,-.6413,-.2704,-.4089,.409,1.6524,1.2186,.6012,-.6583,-.2047,-.1015,.4637,-.9827,-.5928,.7181,-1.1549,-.5665,-.7823,-1.7606
1,0,9,-1.6465,-.25,-.57,.87,-1.0963,-2.7106,-2.9425,-1.6391,-2.3003,-2.2652,-2.2177,-.8176,-.825,-.0697,.2705,1.0326,1.0891,-1.1534,1.2643,.6291,-1.4242,.2621,.1869,-2.0701,.7094,-1.0627,.8615,.0721
1,0,3,-1.6254,-.94,-.18,-.96,-2.7124,.1597,.5467,.7743,-.5827,.4572,.1744,-.1162,-1.0985,-.0697,-1.272,-1.9892,-.5107,.0083,-.733,-.6545,-.3799,-.3121,-.5928,-.8444,1.6505,-1.2484,1.4093,-2.2196
1,0,7,-1.393,-1.29,-1.72,-1.41,-.0424,-1.1481,-1.0988,-1.256,-.62,-.9282,-.2934,.2363,-.825,-.0697,.2705,.6912,.6012,-.6583,-.2047,-.1015,.4637,-.9827,-.5928,-.4347,-.5252,-1.0013,.2907,-1.7606
1,1,7,-1.8759,.8,.98,-.04,.4922,-.2023,-.2546,.2012,.5102,-.1687,.1744,.638,.6632,-.0697,.9672,.6912,.9995,-1.1534,-.2661,.487,.4637,1.7411,-.5928,.5761,-1.1549,-.6869,-.7823,-1.27800394219833
1,0,7,-1.6391,-.402219443847683,1.36,-1.41,-.7565,-.3971,-.5072,-.3253,-1.6579,-.4708,-2.2177,-1.1285,-.4089,-1.126,1.2958,2.0378,-.9391,.0083,-.5229,.0273,1.4083,-1.7389,-.5928,.3468,.5881,-.4458,2.3772,-.5553
1,1,6,-1.6943,.45,1.36,.87,-.2639,-.6262,-.5066,-1.6391,-.1054,-1.0504,-1.2245,.8628,.1222,.409,.7192,.202,.6012,-.6583,-.5707,-.772,-.2006,-.569,.7301,-.2282,.7094,-1.2513,1.4721,-.4858
1,0,10,-1.2543,-.6,-1.72,-.5,1.4022,.0297,-1.0988,-.1625,-.62,-1.0504,.1744,-.9016,-.4089,.5371,.7192,.2865,.6012,-.6583,2.0054,-.1015,.4637,.2621,1.2386,-.4347,-.4235,.0638,-.7823,.739
1,0,7,-1.2764,.1,.21,-1.41,-1.4436,-.7453,-1.0994,.5121,.1494,.1041,-.6894,-.0506,-.849,.9065,1.1904,.6912,.6012,-1.4024,-.2661,-.772,-.13,-.3121,-.5928,.1447,1.1929,-.9694,.8233,.739
1,0,7,-2.8051,-.6,.59,1.33,-2.7124,-1.555,-1.385,-1.6391,-2.3003,-1.4494,-2.2177,-.4556,-.825,.8812,.9672,-.9514,.6012,-1.4136,-.733,-.6545,.4637,-.9827,-1.1176,-1.7101,.5881,-.6843,.2907,.739
1,0,10,-1.965,-1.64,-1.72,-1.41,-.0424,-.2023,.4861,-.6555,-.62,-.5786,.1744,-.2704,-.5485,.5082,.2705,-.240722116851362,.471399828141209,-.6583,-.2047,-.1015,.4637,.2621,-.5928,-1.3162,.946078575273758,-.9879,.326509035701854,.739
1,0,10,-1.5142,1.5,-1.34,-1.41,-.3697,-.6262,-.1643,-.3253,-.62,-.2644,-.8687,.0127,-1.0985,.795,2.21,-.2309,-.2119,.0083,-.6888,-.772,-.13,-.6723,.1869,-.8444,1.0167,-.4415,1.4454,-.0472
1,0,8,-4.2035,-.865303747086664,.0960780008816373,-.693280675567599,-.83948337078653,.643315714789446,-.793172298863556,-.934747928947398,-.2336,-2.02645661824821,-1.05362485753561,-.499602860927425,-1.76071710457911,-.694973128493575,-.725729744109913,.202,-.1855,-.660135081172989,.7871,-.2288,-.9823,-.1652,.6502,.4317,1.4464,-1.0499,-.7823,-1.7606
1,0,10,-1.4922,-1.64,-1.72,-2.2313621805021,.871,1.314,-.0424,-.3253,.5102,-.5786,.1744,.1372,.1222,1.2421,1.6524,.451847558899152,-1.48108572291048,-1.6139,.1956,-.1015,-.4342,.2621,-.5928,.5761,-1.45710688312892,-.6659,-.875090447005382,-.5553
1,0,5,-1.9483,-.6,-1.72,-.0910872926667631,1.3671,.4394,-.3001,-.3253,-.62,-.1687,.1744,.638,-1.0985,-.0697,.2705,-.6142,.6012,-.6583,.1956,-.1015,-.4342,.2621,1.2386,.146648884023738,.5881,-.5582,-.7823,-1.7606
1,0,9,-1.674,-1.64,-.57,-.96,.5077,.3995,-.5788,-1.6391,-.3704,-1.4494,-.9809,-.6714,-2.4403,-.6949,2.2999,-.3183,1.6762,-1.4229,-.7163,.0273,.7405,-1.0946,-2.1783,-.3152,.2882,-.956,-.7823,.739
1,0,10,-1.4044,-.411459358597314,.660882704498209,.323436032221133,-.5148,1.314,1.8202,2.0165,-.524573911340016,2.0073,-2.2177,.129205640687763,-1.6796,-1.8876,.2705,1.5755093743117,-.73869956008061,-.0712132259365071,-.209888765154981,.123489260554942,1.36673451148487,-1.09471003107229,-3.0666,.630172929239921,-.158279135696601,-1.3852166026509,.1462,.739
1,0, ,-1.9339,.8,1.36,.87,.0444,-.9422,-1.3309,-.1625,-.9225,-.474,-.2934,-.3709,-1.0985,.409,1.2958,-.6142,-.9391,-.6583,-.2661,-.1015,-.2006,-.267,.1869,-1.3162,-.08,.3241,.2907,-.115
1,0,10,-2.107,1.15,.98,-.04,1.4022,.7628,.0054,.2682,1.5391,-.1687,.1744,1.2316,-.4419,-.0697,.2705,-.1532,.6012,1.0844,1.1811,-.1015,.052,.2621,-.5928,.5761,-.1731,-.3184,-.7823,-1.7606
1,0,10,-1.3461,.45,-.57,-.5,.4088,1.314,1.1049,1.0179,2.0871,2.0073,1.8245,2.6131,1.2374,-.0697,.2705,.6912,.6012,.0083,.3709,1.0596,-.4342,1.7411,1.2386,.5761,-1.1549,2.7249,1.2618,.739
1,0,10,-1.5694,.1,-.18,.87,.3529,.3485,.006,1.251,2.0871,.4546,.6797,.638,-.4089,-.524,.2705,.6912,.6012,1.0844,1.2643,-.1015,.8794,.2621,-.5928,.5761,-1.1549,-.5635,-.7823,-.115
1,0,10,-1.6313,-1.64,-1.72,.42,.3529,-.7769,-1.0988,-.3253,.5102,.4572,-.8547,.3252,.1222,1.2421,.2705,-.6142,-2.1428,.0042,.2653,-.1015,.4637,-.6723,-.5928,.457190916700196,1.2902,-.3184,-.7823,-1.7606
1,0,10,-1.2898,-1.64,-1.34,-1.41,1.0573,-.2023,1.8202,-.3253,-.62,-.5786,.1744,.0127,-1.0985,-.0697,.2705,-.2309,-.9391,1.0844,.1956,-.1015,.4637,-.569,-.5928,-.4347,.5881,-1.1096,-.7823,-1.7606
1,1,7,-1.2898,1.15,-1.72,-1.41,2.0345,-.2023,-.0424,.299,.5102,.4572,.1744,.0127,.1222,-.524,-1.272,.6912,-.9391,-.6583,.1956,-.1015,-1.2319,.2621,1.2386,.5761,-1.1549,-.3184,-.7823,-.3733
1,0,10,-1.3087,.45,-1.34,1.33,.871,1.314,1.8202,1.5844,.7904,1.1853,1.8245,.5046,-.5485,-.0697,.4992,2.0378,.6012,1.0844,.7871,-.1015,1.8905,.2621,1.2386,.5761,.5893,-.3184,-.7823,-.115
1,0, ,-2.362,-.94,.59,.87,-.4667,-.2023,-.5066,-.3253,.5102,.1067,1.2403,.8418,.1222,-.0697,.2705,.6912,-.3047,-.6583,.6314,.487,-.4342,-.569,.1869,-.4347,.5881,-.2835,.7703,.739
1,0,8,-1.7737,1.5,.21,.87,2.0345,1.314,1.8202,-.7784,.5408,.8329,1.8245,.3568,.1222,-.524,-1.272,.2865,.6012,1.0844,.3709,.9982,-.4342,.2621,1.2386,1.2329,-.3896,.5031,-.7823,.739
1,0,10,-1.7128,.45,-.18,.87,-2.7124,-2.7106,-2.9425,-.3253,-2.3003,-1.601,-1.4554,2.6131,1.8839,-1.8876,-1.272,-1.9892,-2.1428,-2.5375,2.0054,1.1448,1.8905,-2.1464,-.5928,1.8524,1.7356,-1.866,1.7056,.0721
1,0,8,-1.6025,-1.64,-1.34,-.5,-1.0497,-.3971,-.0424,.2682,.2464,-.1687,.1744,-.2008,.1222,1.2421,1.6524,.0866,.6012,-1.1507,-.2047,-.1015,.4637,.2621,1.2386,-.761415017603111,.5881,-.6659,.2907,-.5553
1,1, ,-1.9103,-1.64,-1.34,.42,-1.0963,-.2023,-.8332,-.3253,-.3644,-.5786,-.8262,.1539,.1222,-.0697,.2705,-.6142,-.9391,-.6583,-.5707,-1.034,1.1422,-1.2631,-.5928,-.4347,.5881,-.9694,2.1379,-.5553
1,0,9,-2.5333,.1,-1.72,1.33,-.0424,1.314,.3737,.7743,2.0871,.8329,.1744,-.9016,-1.4704,.409,.2705,.6912,.6012,1.0844,.1956,-.1015,.4637,.2621,-.5928,.5761,.5881,-.4415,-.7823,-.5553
1,0,6,-1.6079,.1,.59,-.04,1.4022,-1.5447,-.8804,.0728,-.2336,-.5786,.1744,-.0176,-.5485,.3787,1.0558,.2865,-.4213,-1.4024,-.6888,-1.034,.1097,-.569,-1.3186,-1.0266,.5881,-.0879,1.1928,-1.7606
1,0,10,-1.5218,-1.64,-1.72,-1.41,-.7143,-.2023,-.5794,-.3253,-2.3003,-.5786,.1744,.0127,.1222,1.2421,3.0064,.6912,-2.1428,-2.5375,-2.345,-1.3692,-.687,-.9827,-1.8489,-1.3162,-1.1549,-.9879,-.7823,-.6796
1,0,8,-2.4914,.648345379233767,.0297539367793416,-1.23732096417044,2.0345,-.2023,.2336,.5121,.5102,.4572,.1744,.0995,.1222,.5082,.633817628108444,-.683241257485447,-.250762911242522,1.62154475304022,-.108538125175229,.810472182382262,1.83814901515062,.614215537511567,-1.45543665727221,.171105063461382,.576367386640661,-1.09130450574967,1.1234509836764,-1.7606
1,0,10,-2.0337,.8,-.18,.42,2.0345,-.2023,-.0424,.7743,.5102,-.0763,.1744,.638,.1222,.409,.8232,.6912,.6012,1.0844,2.0054,1.8164,-.687,.2621,.7301,.9703,-1.1549,-.5635,-.7823,.739
1,0,7,-2.8787,-.6,-.95,-.5,1.4022,.7015,-.2546,-.6555,-.9263,-.1687,.1744,1.7513,.1222,-.0697,-.7816,.6912,.6012,-.6583,.6314,.9982,-.0288,-.569,-.5928,-.4347,1.7356,-.3184,-.7823,-1.7606
1,0,6,-1.9661,-.25,-.95,-1.41,.6911,-1.3684,-1.6456,-.7784,-.0999,-1.0467,-.8547,.0674,-.4089,.9065,.7192,-.6142,-.5107,-.6583,-.5707,-.1015,.1097,-.9827,-1.566,-1.1295,.4797,-1.5783,2.1776,-.368880082178195
1,1,10,-1.2712,1.5,.59,.42,-.0424,-.0037,-.5522,.0728,.1526,-.1716,1.0307,.5572,.1222,-.524,-1.272,-1.0299,.6012,1.0844,-.2661,.6291,.3335,-.1652,.7301,.5761,-.1731,.4629,-.7823,-.4858
1,0,6,-1.6476,-.25,-.95,-.5,.3529,-1.1481,-.3001,-1.6391,-.3268,-.5786,-.2934,-.2704,-1.0753,.5082,.2705,-.1532,-.5107,-.6583,-.2047,-.1015,.4637,-.6723,1.2386,-1.0266,-1.1549,-.445,.2907,-1.7606
1,0, ,-1.4215,.45,-.57,-.5,-.582,-.4671,.7198,-.3253,.2432,-.2644,-.2934,1.5482,.8214,.0755,-1.272,.0866,-.9391,.4626,.7871,.9982,-.4678,-.8645,-.5928,.1123,-1.1549,-.445,1.2618,.739
1,0,5,-1.9897,-1.64,-1.77084303987979,-1.41,-.0424,-1.1481,-1.0988,-.3253,-.62,-.5786,.1744,-.1542,-1.0985,-.0697,.2705,-.6142,-.9391,-1.6139,-.9792,-1.3692,-.687,.2621,-.5928,-.51211747144643,.5881,-.9879,-.7823,-.728070579726055
1,0,5,-1.9935,.45,.98,-.5,2.0345,-.7074,-.0424,-.3253,-.62,.1941,.3684,-.2704,.1222,-1.8876,-1.272,-.6142,-.9391,-.6583,.7871,-.1015,.4637,.2621,.1038,.5761,-1.1549,-.3184,.8615,-1.20631701028565
1,1,10,-1.5514,-.25,-1.72,-1.41,-.6263,-.2023,-.0424,-.0008,.5102,.4572,.1744,-.2008,-.9088,-1.0064,.2705,.6912,-.1855,-.6583,2.0054,-.1015,.052,-2.1464,-1.4942,-.4347,.5881,-.4415,-.7823,-1.7606
1,0,8,-1.5693,.1,-.57,1.33,.3529,-.2023,-.5066,.2012,.2751,-.5786,-.6079,.3568,-.4089,.409,.2705,.6912,.6012,1.0844,.7871,-.1015,.8794,-.9827,.1038,.1123,.9385,-.445,1.2618,.592733186240919
1,1,8,-1.9176,.8,1.36,.87,.3529,-.2023,-.5066,.2012,-.62,-.5786,.1744,1.1231,1.8839,-.0362,.5206,-.6142,-.9391,-.6583,-.5707,-.1015,.4637,.2621,-.5928,.7181,-1.1549,-.3184,-.7823,-1.7606
1,0, ,-1.2562,-.25,.59,-.5,.0953,-.9734,-1.3843,-.9181,.0205,.1041,.1744,.0674,.1222,.409,.2705,1.2186,.6012,.4626,.1956,.5693,-.5311,.9759,-.5928,.1123,-1.1549,-.5878,1.5346,-.5553
1,1, ,-1.3008,-.25,-1.72,.42,.254,-.4377,-.5072,-1.6391,-.8885,.1915,-.6414,.0127,-.825,-.0697,.2705,-.6142,-.9391,-.6583,-.2047,-.1015,-.2006,.2621,-1.1176,-1.0266,-.5252,-1.0549,.7703,.739
1,0,6,-2.0331,-.25,-.95,-.96,-.1489,-1.1053,-1.3843,-.99,-.2288,-.4708,-.2934,-.3875,.1919,.8812,.7192,.8147,-1.807,-1.6139,-.2047,.6291,1.8905,-.9827,-1.1176,-.6331,.3228,-1.4191,1.1211,-3.2237189018388
1,1,7,-1.4303,-1.29,-1.72,-1.41,.5077,-.4082,.6525,.2012,.1808,1.1813,-2.2177,2.6131,.8214,.409,1.0453,.8711,-.1855,1.0844,1.1811,1.0596,-.0288,1.7411,.3385,.3468,3.1825,-1.2513,.8615,-.551354916926472
1,0,7,-1.5822,.1,.59,.42,-.4825,-.6262,-.7592,-.122,-.2336,-.474,-.5905,1.0387,.6994,-.524,.2705,1.2186,.6012,-.6583,.6314,-1.071,.3335,-.9827,-1.1176,-1.526,.0963,-.8378,1.5346,-1.7606
1,0,7,-1.7229,-1.64,-.95,-.04,-.3697,-.3971,-.2546,.0728,-.3335,.1915,.1744,-.2704,-.825,-.0697,.7192,.2865,-.4213,-.6583,.1956,-.7233,.1097,-.3121,.3385,.0337,1.5078,.0348,-.7823,-1.7606
1,1, ,-1.3296,.8,.21,1.33,2.0345,-.5575,-.5066,.0728,.2783,-.5786,.1744,.3568,-.4089,-.0697,.2705,-.6142,.6012,-.6583,.1956,-.1015,.4637,-.9827,-1.1176,-.4347,-1.1549,-.6765,-.7823,-1.7606
1,1,10,-1.9424,.8,-1.72,.42,2.0345,1.314,1.8202,1.3195,2.0871,.937,1.8245,1.1231,.1222,-.663,.062,2.0378,.6012,-.6583,-.9792,-1.3692,-.687,.2621,-.5928,-.4347,-.6615,-.5878,-.7823,.739
1,0,8,-1.7015,.1,-1.72,.42,-.0424,.7628,-.0424,-.3253,-.3302,-.1687,.1744,.5046,.1222,-.0697,.2705,-.6142,.6012,-.6583,-.2661,-.772,-.687,.2621,.1869,-.4347,-.2021,-.3184,-.7823,.739
1,0, ,-2.2006,-1.64,-.57,-.96,.0683,-.5575,-2.0317,-1.1311,-1.0705,-1.4494,-1.211,-1.1285,-1.4439,-.0697,1.6524,-1.0299,-.9391,-1.4229,-.2661,.5693,.5949,-2.1464,1.2386,-.7453,.8403,.0348,.8615,-.5553
1,0,4,-2.3832,-1.64,-1.72,-1.41,2.0345,-2.7106,-2.9425,-1.6391,-2.3003,-2.2652,-2.2177,-.9434,-1.6796,1.2978,-.2888,2.0378,-2.1428,-2.5375,-2.345,-1.49910043153388,1.8905,-2.1464,-2.4967,-2.5252,-1.1549,-1.8695,-.7823,-1.7606
1,0,10,-2.0479,-.6,-.57,-.5,-1.2577,1.314,-.0424,.7743,.5102,.4572,-.2934,.5185,-1.0985,-.0697,.2705,-.6142,.6012,1.0844,-.2047,-.1015,-.2459,-.9827,-.5928,.0337,-.1731,-.2098,.8615,.0721
1,0,7,-2.0469,-1.64,-1.72,-1.41,-.5664,-.9734,-.8338,-.3253,-.62,-.1716,.1744,.2363,-.4089,1.2421,.7192,2.0378,-.9391,-1.6139,.1956,-.1015,.4637,-.9827,-.5928,-2.5252,.5881,-.6632,1.4721,-1.7606
1,0,9,-1.5902,-.94,-.57,1.33,-.0424,-1.1481,-.8332,-.3253,-.62,-.5786,-.4141,.3252,.1222,1.2421,.7192,-.6142,-.9391,-.6583,.1956,-.1015,-.2006,-.6723,-.5928,-.8444,.5881,-.7034,2.4601,-1.7606
1,0,3,-1.3941,-1.64,-1.72,-1.41,-.0424,-1.1481,-1.0988,.7743,.5102,.4572,.1744,-1.1538,-.825,-.524,.2705,1.563,-.5107,-1.6055,.1956,-.1015,.4637,-.9827,-.5928,-.4347,.5881,-.6586,1.8633,.0721
1,0,7,-1.3084,-1.64,-1.72,-1.41,-2.7124,1.314,-.0424,-.3253,-.62,-.5786,-2.2177,-.4556,-1.0985,-.0697,.8232,.6912,.6012,-.6583,-.9792,-.1015,.4637,.2621,-.5928,-.4347,.5881,-.5878,-.7823,.0721
1,0,7,-2.0655,1.15,.21,1.33,1.4022,-.2023,.0351,-.3253,.7904,.1041,-.2934,.8628,-.4419,.9065,-.2888,-.6142,1.3256,-.6506,-.2661,-.1015,.052,.2621,1.2386,-.4347,-1.1549,.3018,-.7823,-.4858
1,0,5,-1.3917,-.6,.21,-.96,-.0424,-.2023,-.0424,-.3253,-.62,-.5786,.1744,-.0176,-.5485,.9065,.2705,-.6142,.6012,-.6583,-.2047,-.1015,1.4083,.2621,-.5928,-.4347,.5881,-1.0013,-.7823,-1.7606
1,0,7,-1.6091,.8,-1.34,.42,-1.7188,-.0439,-.8332,.9044,-.0073,.1915,-.8965,-.5262,-.4419,.7693,-.4021,1.2186,-.4213,-1.6224,-1.2708,.487,.8207,-1.2631,-2.3647,-.6632,.7094,-1.8595,2.3772,-1.7606
1,0,8,-1.7722,-1.29,-1.72,-.5,.3529,-.5973,-.0893,.0728,-.62,-.9282,.1744,.7789,-1.44187513318112,-1.8876,-1.272,-.6142,-.9391,-1.1664,.1956,-.1015,.4637,.2621,.1869,-.8444,.5881,-.8092,-.7823,-1.7606
1,0,10,-2.3358,-1.64,-1.72,-1.41,-.778,-.2023,-.0424,-.3253,-.62,-.5786,-1.0615,.0127,-1.0985,-.0697,1.6524,.6912,.6012,-.6583,.1956,-.1015,.4637,.2621,-.5928,-.4347,.5881,-.9879,.2907,-1.7606
1,0,8,-2.0043,-1.64,-1.72,-.5,-.0424,-.7857,-1.0988,-1.6391,-.62,-.5786,-2.2177,-.321,-1.0985,-.0697,1.6524,2.0378,-.4213,-1.4024,.1956,-.1015,.4637,-.9827,-.5928,-.8444,1.0428,-1.0481,.2907,-1.7606
1,0,7,-2.2793,-1.64,.21,1.33,-.9647,-.5575,-.5799,-.6555,-.2336,-.5754,-.2934,-.6146,-1.0985,.409,.7192,.202,-.5358,-1.4136,-.2047,-.6545,-.2459,-.3121,-.5928,-.4347,-.2021,-.7764,-.7823,-.5553
1,0,6,-2.3562,-1.64,-1.72,-1.41,-.0424,-1.1481,-1.0988,-.3253,.5102,-2.2652,-1.0615,.1372,.1222,1.2421,.2705,.6912,.6012,-.6583,.1956,-.1015,.4637,.2621,.1869,.5761,.5881,-.9879,1.5082,-1.7606
1,1,7,-2.5322,-.94,-.57,-.04,1.0832,-.5488,-.8798,-.3253,-.7358,.1067,-.9944,.9011,-.825,2.101,-.7816,-1.9892,.6012,-.6583,.1956,-.7233,.3335,-.9827,-1.566,.3468,-1.1549,-.6659,1.2327,-1.7606
1,0,8,-1.5265,-1.29,-.57,.42,1.4022,-.2023,-.0424,.5121,.378,.4572,-.8262,1.2316,-.4089,-1.8876,.2705,-.6142,-.9391,-1.1507,-.9792,-1.034,.4637,-.6723,-.5928,.1447,.5881,-.5552,-.7823,-.5553
1,0,6,-2.1367,-.25,-.57,.42,-.0424,-.5973,-1.0988,-.3253,-.2336,-.5786,.1744,1.0123,.1222,-.0697,.2705,.202,.6012,-.6583,-.2047,-.1015,.4637,.2621,-.5928,-.4347,.5881,-1.1174,-.7823,.0721
1,1,9,-2.2256,.45,.21,1.33,-.0424,-.9422,-.5066,-.3253,.0205,-.474,-.6079,.523,-.825,1.3451,-.0268,-.6142,.6012,.4626,.0385,-.1015,-.2459,-.267,-.5928,.5761,.2143,-.3692,1.2618,-.6796
1,0,9,-1.7996,-.25,.21,.42,-.0424,.7628,-.0424,.2012,1.5391,-.0425378193029875,.1744,.7546,.1222,1.3451,-.0545,-.1532,-.9391,1.0844,.4352,.4221,.4637,-.1652,-.5928,.7181,-1.1549,-.3184,-.7823,-.4858
1,1,10,-1.5419,.45,.59,.42,-.0424,-.3971,-1.3309,-.3253,.5135,1.323,.3684,-1.1538,-.825,-1.0064,.8232,2.0378,.6012,.4667,.4352,-.7233,.4637,.2621,-.5928,.3468,-1.1549,.4846,-.7823,.0721
1,0, ,-1.6304,-1.64,.59,.42,.2108,-.3673,-1.0988,-.3253,-.62,.4572,.1744,-.2008,-.4089,.0755,-.4021,.0866,.6012,.0281,.1956,-.1015,1.1422,.2621,.3385,.3468,.5881,-.672,-.7823,-.4858
1,1,6,-2.5132,1.5,-.18,1.33,.3529,-.4377,-.8798,-1.6391,-.8885,-.9282,-1.0615,.3568,.1222,-1.126,-1.272,-.043,1.6762,.4667,-.2047,-1.071,.052,1.348,.5012,.3468,-1.1549,-.3184,.7703,-.4858
