Imputation_,resilient,EFFORT1,ESCS,UNDREM,METASUM,METASPAM,DISCLIMA,TEACHSUP,DIRINS,PERFEED,STIMREAD,ADAPTIVITY,TEACHINT,JOYREAD,SCREADCOMP,SCREADDIFF,PISADIFF,PERCOMP,PERCOOP,ATTLNACT,COMPETE,WORKMAST,GFOFAIL,EUDMO,SWBP,MASTGOAL,DISCRIM,BELONG,BEINGBULLIED,EMOSUPP
3,0,8,-3.0587,-1.64,-1.72,-1.41,2.0345,-2.7106,1.8202,2.0165,2.0871,2.0073,1.8245,.2641,1.8839,2.7752,1.6524,2.0378,1.6762,-.6583,-2.345,-.1015,.4637,1.7411,-1.1889,.5761,3.1825,-.7296,1.0457,-.501200510321823
3,0,10,-3.8982,-1.64,-1.72,-1.41,2.0345,1.314,1.8202,-1.6391,2.0871,-.2644,.1744,.8418,.1222,-.0697,.2705,-1.9892,1.6762,1.0844,.1956,-.1015,-.687,.2621,-.5928,.5761,-1.1549,-1.0013,-.7823,-1.7606
3,0,3,-3.3267,-1.64,-2.32944015047881,-1.54992360667688,-1.1699,.3995,-1.0988,-.3253,-.6237,-.5786,-.5551,-1.3532,-2.4403,1.2978,1.8743,-.043,-.939418430709758,1.0844,-.5707,-.772,1.4083,-.9827,-.5928,-1.3162,1.44655147115974,-.5552,.2907,-1.7606
3,0,4,-1.8049,-.25,-1.34,-.96,-1.2447,-2.7106,-1.7085,-1.6391,-2.3003,2.0073,.6578,-.0841,-.825,-.524,-.2888,-1.9892,-2.1428,1.0844,2.0054,.6291,1.8905,-1.7389,-1.8489,-.6331,1.9708,-2.059,-.7823,-.5553
3,0,8,-2.6245,-1.64,-1.72,-1.41,-.9389,-.2023,-.0424,.7743,.5102,.4572,.1744,-.3875,.1222,1.2421,.2705,.6912,-2.1428,1.0844,.1956,1.8164,.4637,1.348,.1869,-1.3162,.5881,-.0599,3.8591,-1.7606
3,0,8,-1.3687,-1.64,-1.72,-1.41,.2183,-1.1481,-1.0988,-.3253,-.62,-.5786,.1744,.1372,.1222,1.2421,1.6524,.6912,-.9391,-.6583,.1956,-.1015,.4637,.2621,-.5928,-.4347,.5881,-.9879,-.7823,.0721
3,0,8,-1.6241,-.94,-.95,-.04,-.0424,.7015,.2336,.5121,.8945,.7368,.1744,-.3875,.1222,-.0697,.9672,1.563,1.206,1.0844,.6314,-.6545,1.8905,-.3121,-.5928,.3468,1.7356,-.4415,.7703,.739
3,0,10,-1.3211,-.6,-1.72,-1.41,-.0424,-1.1481,-.0424,.7743,1.0419,.4572,-.6414,1.0123,1.8839,.8207,.2705,1.1085,1.6762,1.0844,.1956,.6291,-.7592,1.1963,.7301,.4449,.0296,.1853,-.7823,-1.7606
3,0,8,-2.385,-1.64,-1.72,.42,2.0345,-.0348,-.0424,.7743,.5102,.4572,.1744,.3252,.1222,.409,1.6524,-.6142,.6012,-1.1534,.1956,-.1015,.4637,.2621,.1869,.0337,-1.1549,-.9847,2.07,.739
3,0,1,-1.9382,.45,-.18,-1.41,-2.7124,-1.3684,-2.1704,-1.6391,-1.6631,-2.2652,-1.3953,-.283,-1.1218,1.5959,1.2958,2.0378,-1.8317,-1.8133,-1.2263,-.3178,1.3423,-2.1464,-1.9675,.1901,1.2675,-1.6118,1.4721,-.4858
3,0,7,-1.3152,-1.64,-1.72,-1.41,.7516,1.314,-.5343,-.3253,-1.0333,-.4708,-.9944,.638,.1222,-.1817,.7323,-1.9892,-2.1428,1.0844,.7871,-.1015,.1097,-.9827,1.2386,-.8147,.5881,-1.4191,1.7669,-1.7606
3,0, ,-2.5658,-.94,-1.72,-1.41,-.0424,-.5575,-.2546,-.3253,-.62,-.5786,-1.0615,-.0176,-1.0985,-.0697,-1.272,-.6142,-.9391,-.6583,-.5707,-1.034,-.687,.2621,-.5928,-.4347,.5881,-.4474,-.7823,-.4858
3,0,5,-1.333,.1,.59,-1.41,-.0424,.385,1.8202,.7743,.5102,.4572,1.3209,-.4556,-.4089,.409,.2705,-.6142,.6012,-.6583,-.2661,-.1015,.4637,.2621,.1038,-.4347,.5881,-.3184,.2907,-2.3668
3,0,8,-2.0194,-.25,-.95,-.5,-.0424,-.5488,.0054,-.0363,-.8885,-.1716,-.2934,-.2704,-1.0985,1.2421,1.1904,-.043,-.9391,-1.1664,-.2047,-.1015,.4637,-.3121,-1.1176,-.4347,.8403,-.7654,1.4721,.739
3,0,8,-2.0335,.1,-.57,-.5,-.0424,-.3971,-.2546,-.3253,-.9263,-.5786,-.8262,-.1542,-.825,-.0697,.7192,-.6142,-.9391,-1.1507,-.2047,-.772,.4637,.2621,-.5928,-.6331,.5881,-.6659,.2907,-1.7606
3,0,7,-1.6916,1.5,.21,.42,.2621,-.2023,-.0424,.7743,.7904,.1041,.9888,-.0176,-.5485,.9065,.2705,-.6142,.6012,-1.1664,.849,-.1015,-.2006,.2621,.7301,-.6331,.0012,-.4121,.8615,.739
3,0, ,-1.8619,-1.64,.21,.42,.377,.7015,1.1049,1.251,.5102,.4572,.3684,-1.1285,-1.0985,2.7752,3.0064,1.3521,1.6762,-1.6139,.7871,-.1015,-1.8939,.8126,-2.4967,-.8444,-.6615,-.9298,-.7823,.739
3,0,3,-2.2291,-1.64,-1.34,-1.41,-.0424,-.2023,-.5066,-.3253,-.62,-.5786,-1.0615,.4823,.1222,-.0697,.2705,-.6142,-.9391,-.6583,-.9792,-.6545,.4637,-.9827,-.5928,-1.3162,-1.1549,-.6659,.2907,-.5553
3,0,1,-2.2801,-1.64,-1.72,-.5,-1.2959,1.314,-.0424,2.0165,.5102,.4572,.1744,-.9016,.1222,.8812,1.6524,.2865,.6012,1.0844,.1244,-.1015,.4637,.2621,-1.1176,-.4347,-.08,-.0879,-.7823,-.3733
3,0,8,-1.6055,-1.64,-1.72,.42,2.0345,1.314,1.8202,-.6555,-.2232,-1.4494,-.2934,.428,-.4089,.5082,.2705,1.563,-.4213,-.6583,.7871,.6291,1.8905,.2621,-.5928,-.5467,-.2021,-.9533,1.2618,.0721
3,0,7,-1.3024,-.6,-1.72,-.04,-.5964,.7015,.2336,-.507,-.103,-1.0504,.1744,-.6146,-1.4439,-1.126,.2705,.6912,-.9391,-.6583,.7871,-.1015,1.1422,.9269,-1.1176,-.4347,1.2163,-1.338,1.1211,.0721
3,0,10,-2.9577,-1.64,-1.72,-1.41,-.7197,-.9828,-.7592,1.1225,2.0871,.4572,.1744,.1372,.1222,1.2421,.2705,-.4045,-.2119,-.7025,-.2661,.0273,1.4083,.9269,.1038,.8753,1.3756,-.6659,1.4812,-2.5957
3,0,8,-1.7665,-.94,-1.34,-.04,.8946,-1.1481,-1.1481,.7743,.0236,.4572,.1744,.2363,.1222,.409,.9672,-.043,.6012,-.6583,-.6888,-.1015,-.13,1.7411,-.5928,.5761,1.169,-.8395,.8615,.739
3,0,10,-1.3532,.45,.59,.87,2.0345,-2.7106,-2.9425,2.0165,-2.3003,-2.2652,.1744,-.6185,1.8839,2.7752,-.4021,-1.9892,-.8357,-1.1339,.3045,-2.7365,-.6133,-.8645,-1.0362,-1.4972,-1.1549,-1.2027,1.203,-.689621924927323
3,0, ,-1.3151,-1.64,-1.34,-.5,-.0424,-1.1481,-1.0988,.7743,.5102,-.1687,.1744,.0508,-1.1806,2.0679,-.0545,-.043,-.9391,-.6583,-1.2708,-.772,.052,-.8095,-1.1889,-.7346,.909,-1.0645,-.7823,.739
3,1,8,-1.4921,-.6,.59,.42,.627,1.314,1.8202,2.0165,1.1469,2.0073,.1744,.3568,-.4089,-.0697,.2705,.6912,-.9391,-.6583,-.6888,-.1015,-.687,.2621,.5012,-.4347,-1.1549,-.445,-.7823,-.0472
3,0,8,-2.1817,.45,.59,-.96,.0683,1.314,.2336,.3993,.5102,.1915,.1744,.5572,-.4089,.409,.2705,-.769,.6012,-1.4136,-.5707,-.1015,.4637,-.9827,.1869,-.2151,-1.1549,-.6843,-.7823,-1.7606
3,1,7,-1.532,.8,.21,.87,-.3388,-1.1481,-.8326,-.696,.0485,-.5754,-.6079,-.1843,-.5196,-1.8876,.9672,1.1473,.6894,.024,.2653,-.772,1.8905,-1.3951,-1.1176,-.2151,-1.1549,-.77,.1462,.739
3,1,6,-1.4275,1.15,-1.34,-.5,.7767,1.314,1.8202,-.3253,-.3335,-.5786,-2.2177,.638,.1222,-.0697,.2705,-1.0299,-2.1428,-.6583,.1956,-.1015,.052,-.6723,-.5928,1.2329,-.2861,-.3184,-.7823,-1.7606
3,1, ,-1.4467,-.25,-1.72,1.33,2.0345,.7628,-.0424,.0728,1.3517,-.6894,-.2934,.8628,.1919,-.0362,.2705,1.563,1.6762,.0083,.1956,-.1982,-.2459,-.1652,.1869,1.4751,-1.1549,-.3122,-.7823,-.5553
3,1,10,-1.31,1.15,.21,1.33,.0946,1.314,-.2546,-.6555,.7904,.1915,-.2934,-.4934,-1.0753,-1.126,-1.272,.202,.6012,1.0844,.1956,-.1982,.4637,-.523,-.5928,.4317,-.1088,-.9017,-.7823,-1.7606
3,1, ,-1.7916,.45,-.95,-.96,.3529,-.9734,-.2546,-.6555,.5102,.1041,.1744,.9324,-.4419,1.6792,1.0453,-.6142,-.9391,-.6583,.0113,-.1015,1.8905,-.523,.4094,.7603,.5881,-.9461,.2907,-1.7606
3,0,2,-2.0793,.1,.59,.42,-.0424,-.5575,-.5794,-.6555,-.8885,-.9282,.1744,-.4389,-1.8386,1.5959,.2705,2.0378,.6012,-1.1507,-1.2263,-.6545,1.8905,-.9827,.1038,.3468,.9385,.0928,.2907,-.115
3,0,9,-1.4446,-.6,-.95,.42,.8946,-.2023,-.0424,.5121,.5102,.4572,-.2934,.1298,-.5485,-.0697,.2705,-.6142,.6012,-.6583,.992,-.1015,-.2006,.2621,-.5928,-.2151,-1.1549,.0928,.2907,-1.7606
3,0,10,-2.4496,-1.64,-1.72,-1.41,-.4995,-.2023,1.8202,2.0165,.5102,2.0073,1.8245,-1.7421,-1.4704,1.2421,1.6524,-.6142,-2.1428,-1.6139,-1.5513,-1.3692,-.687,-.9827,-1.4539,-1.3162,-1.1549,-1.0499,-.7823,-1.2776
3,0,8,-1.4466,-1.64,-.95,.87,1.1945,1.314,1.8202,-.3253,-.62,.4572,.1744,-.6996,-2.4403,.9065,.2705,-1.36,-.9391,-.6583,.1956,-.6545,.4637,.2621,-.5928,-.4347,.5881,-.9855,-.7823,-1.7606
3,0,6,-1.2473,-.94,-.18,-.5,-.0424,-1.1481,-.3001,.7743,.2432,1.1813,.1744,-.6535,-1.0985,-.0697,.7192,.2865,-.717447592666617,1.0844,.6314,-.1015,1.8905,.2621,-.5928,-.2151,1.7356,-.763,-.7823,.739
3,0, ,-2.2066,-1.64,-.18,1.33,-2.7124,-.3673,-.3001,-.6555,-.62,.4572,-1.0615,.9011,.1222,.9065,3.0064,-1.9892,-.9391,1.0844,-.733,-.772,.4637,-.9827,-1.1176,-1.0266,1.1144,-.9111,-.7823,-.5553
3,0,1,-3.5735,-1.64,-1.72,1.33,-.0424,1.314,-.0424,.2012,2.0871,.4572,.636,1.0123,1.8839,2.7752,.2705,2.0378,.6012,-.6583,1.2643,.1187,1.8905,-1.7389,-1.6203,-.4347,.5881,-.7774,1.8279,-1.7606
3,0,7,-1.665,-.6,-1.34,-1.41,.2377,-.0348,.1814,1.1225,.5102,.4572,.1744,-.2704,-1.0985,.3787,.2705,.6912,.6012,-.6583,-.9792,-.1015,-.687,-.9827,1.2386,-.4347,1.5785,-.3184,-.7823,-1.7606
3,0,7,-1.4365,-.25,.98,-.04,.2621,-.2023,-.0424,-.3253,-.62,.4572,1.8245,1.3468,.1222,-.0697,.2705,1.4734,1.6762,-.6583,-.0326,-.1015,.1097,.2621,-.5928,-.2151,-1.1549,.2243,-.7823,-1.7606
3,0,5,-1.552,.45,-1.72,-1.41,-.0424,-.6878,-.5522,-.3253,-.62,-.5786,-1.0614,-.4556,-.4419,1.5715,1.6524,-1.9892,-.9391,-1.4229,.1956,-.1015,.4637,.2621,-2.0719,-.4347,1.8955,-1.4674,3.8591,.739
3,0,9,-1.4704,-1.29,-1.34,1.33,2.0345,.4394,-.5072,-.6555,.7904,.1915,.7429,-2.7114,-.9088,-1.126,-.7816,.6912,.6012,-.6583,.7871,-1.1187,-1.059,-.9827,.5012,.1447,.5881,.0441,.2907,-1.7606
3,0,9,-1.2805,-1.64,-1.72,-.5,2.0345,1.314,-.0424,-.3253,1.2234,2.0073,.1744,-1.1538,-2.4403,-1.8876,.2705,.6912,-.9391,1.0844,.1956,-.1015,.8794,.2621,1.2386,-.4347,.5881,-.0426,.2907,.0721
3,0,10,-1.3223,-1.64,-1.72,.42,1.0832,-.5488,-.0424,-.6555,.5102,-.5786,-1.0615,-.1542,-1.0985,1.34134605371927,.2705,.6912,-.9391,-1.1534,-.2661,-1.1187,.4637,-.9827,-.5928,-.4347,-1.1549,-1.1879,.7703,.0721
3,0,7,-1.385,.8,.21,.87,.3529,.7628,1.0055,-1.6391,.2432,-.1716,-.5905,.3252,-1.0753,1.9635,.9672,-.6142,-.9391,-1.1664,-.2047,-.1015,1.4083,-.9827,-.5928,.3468,-1.1549,-1.0138,1.1625,-1.7606
3,0,3,-2.5236,-1.64,-1.72,-1.41,-.0424,.1694,-.0424,-.3253,.7904,.4572,.1744,.1372,-1.4439,-.0697,.2705,-.6142,.6012,-1.1534,.6314,1.1448,1.8905,-.3121,.7301,-.4347,.5881,-.3184,1.4721,-.5553
3,0, ,-1.2603,.1,.21,.42,-.0424,-1.1481,-1.0988,-.3253,-.62,.1915,.6797,1.3052,1.8839,-.0697,.2705,1.2186,-.1855,-1.4024,.849,-.772,1.8905,-1.7389,-.5928,-1.3162,-1.1549,-1.7092,1.8279,-1.7606
3,0,5,-1.8084,.45,-.469727314569874,-1.41,-.2846,-.3971,-.8332,.2012,-.62,.1067,-.8261,.523,-.825,.610070181756111,.2705,-.6142,-1.807,.0083,-.5707,-.7233,1.0944,-.9827,.6502,-.9149,1.6801,-.5582,.1462,.0721
3,0,6,-2.5184,.1,.59,-1.41,-.5664,1.314,-.0424,.7743,.5102,.4572,.1744,.0674,.1222,.409,1.2958,.0158,.9747,1.0844,-.2047,-.1015,-.687,.8126,.1038,-.4347,.4256,-.445,-.7823,.0721
3,0,8,-1.2823,-1.64,-1.72,-1.41,-.0424,.2485,1.8202,.7743,.5102,.836,.1744,.523,.1222,1.2421,.2705,.2865,.6012,-.6583,.1956,.9982,.4637,.2621,-.5928,.9703,.5881,-.6417,1.1625,.739
3,0,8,-1.6363,-.6,.59,-.5,1.3671,-.5864,.2336,.7743,.5102,.7397,.1744,1.607,.1222,2.101,1.6524,-.1532,-.9391,1.0844,-2.345,-2.7365,.176,-.0193,.1869,1.3357,1.7356,.4458,-.7823,-1.7606
3,0,9,-1.6923,-1.64,-1.72,-1.41,-1.4135,1.314,1.8202,-.0363,.5102,.7397,.9684,-1.3532,-1.2669,-1.8876,2.4403,-1.36,.6012,-.6583,-2.345,-2.7365,.1097,1.7411,1.2386,-1.3162,.5881,.9782,-.7823,-.5553
3,0,8,-2.1245,.130057644656594,-1.34,.87,-.7025,.2727,-1.4163,-.6555,-.1686,-.1687,-.2934,.638,.1222,.5082,.2705,-1.1126,-1.5068,-.6583,.1956,-.1015,-.687,.2621,.7301,-.4347,.5881,-.3184,-.7823,-1.76320749982062
3,0,8,-1.6803,-.25,.21,-1.41,.2814,.7015,-.227,.7743,-.62,-.1687,.1744,.2363,.1222,.409,.2705,-.6142,-.9391,-.6583,-.2661,-.772,.052,-.6723,-.5928,-1.3162,-1.1549,-.3184,.2907,.739
3,0, ,-1.2808,-1.29,-1.72,-1.41,-.0424,-.2023,-1.0988,.7743,-.62,-.5786,.1744,.638,-.4089,-.0697,.2705,-.6142,-.9391,-1.6139,-.9792,-1.3692,.4637,-.9827,1.2386,-1.3162,-1.1549,-.5707,-.7823,-1.7606
3,0,10,-1.977,-1.64,-1.72,-.5,.4922,1.314,-.0424,-.7784,-.3302,.4572,.1744,.5572,-.4089,.5082,.2705,-.6142,-.9391,-.6583,-.9792,-1.3692,-.687,.2621,-1.1176,-.7453,-.6615,.3241,-.7823,-1.7606
3,0, ,-1.9269,-1.64,-1.72,-1.41,-.4003,1.314,-.8332,-.3253,-.62,-.5786,-.2934,-.405,-2.4403,1.2421,1.6524,.2865,-.9391,-1.1664,-.2047,-.772,1.0944,.2621,.1869,-1.3162,1.4237,-.3692,-.7823,-.562142342811667
3,0, ,-2.0563,-.25,.59,-1.41,.2377,-1.1608,-1.0988,.0728,-.62,-.1687,-.6413,-.6146,-.825,-.663,-1.272,1.563,.6012,.4667,.7871,-.1015,1.8905,.2621,-.5928,.5761,.5881,-.6843,2.1379,-.0472
3,0,8,-1.6021,-.25,.21,-.5,.627,1.314,1.8202,2.0165,2.0871,2.0073,1.8245,.3252,-.825,-.524,.2705,-.6142,-.9391,-.6583,-.8279,-.1015,.4637,-.9827,-.5928,-.4347,-1.1549,.0348,-.7823,.739
3,0,6,-1.9295,-.6,-1.72,-1.41,-1.0963,-.3971,-.0424,-.6555,-.62,-1.4494,-2.2177,1.5806,1.8839,-1.0064,.2705,-1.9892,-.9391,-1.1638,-.2047,-.772,1.8905,-2.1464,-.5928,-1.4165,.5881,.1935,-.7823,-1.7606
3,0,7,-1.5708,.45,.59,-.96,.627,-.4289,.0054,.5121,-.62,-.1716,.1744,.3252,-1.0985,1.2421,.9672,.6912,-.9391,-.6583,-.2047,-.1015,.4637,.2621,-.5928,-.4347,.5881,-.3184,-.7823,.739
3,0,7,-2.4657,-1.64,-1.72,.42,-.8695,-.2023,-.2546,-.3253,-.3335,-.1687,-.2934,-.4556,-1.0985,1.2421,1.6524,-.6142,.6012,-.6583,-.2047,-.1015,.4637,.8126,-.5928,-.094,-1.0008,.4458,.2907,.739
3,0,8,-4.0948,-1.64,-1.72,-.5,-.0424,-.2023,-.0424,.7743,.5102,.4572,.1744,-.2704,-1.0985,-.0697,.2705,-.6142,-.1855,-.6583,-.5707,-.772,-.4342,-.569,-1.566,-1.1295,-.6615,-.8108,.2907,-1.7606
3,0,7,-1.28,-1.64,-1.72,-1.41,-.0424,-1.1481,-1.0988,-.3253,-.62,.4572,-1.0615,.6025,-.849,1.2421,2.2999,1.1085,-.3047,-.6583,1.1811,-.1015,.052,-.9827,-.5928,-1.3162,.5881,-.7587,1.1625,-1.7606
3,1,6,-1.7762,-1.29,.21,-.5,1.0294,.7015,.373,.299,-1.1882,-.5786,.3684,-.9434,-.9323,.0755,-1.272,1.2186,-.9391,.0281,1.2643,-1.4028,1.8905,1.7411,-.5928,.5761,-1.1549,-2.062,2.0604,.739
3,0,8,-1.2396,-.6,-.95,-1.41,.9639,1.314,.1814,1.1225,.8945,.7368,.6797,-.2704,-1.0985,-.0697,1.1904,-.6142,-.9391,.4667,.1956,-.1015,.4637,.9269,-.5928,-.094,1.1253,-.3534,-.7823,-.5553
3,0,6,-1.2818,-1.64,-1.72,-1.41,-.0424,-.2023,1.8202,-.3253,-.62,-.5786,.1744,.253,-.4419,2.7752,2.2999,-.6142,.6012,-.6583,.1956,-.1015,.052,-.9827,-.5928,-.4347,.5881,-.4493,-.7823,.0721
3,0, ,-1.6907,-.6,-1.34,-1.41,-.4403,.385,-.3001,-1.6391,-.3302,-.1716,-.2934,-1.2627,-2.90486166904928,2.0679,3.0064,2.0378,.6012,-2.5375,-.7163,-.1015,1.8905,-2.1464,-2.0719,-2.5252,2.4861,-1.8212,1.1625,.0721
3,0,8,-1.3652,.45,-.95,-1.41,-1.0233,1.314,-.5066,.2012,.2751,.4572,.1744,.4493,-.4089,-.0697,.2705,.202,.6012,.0042,1.2643,.9982,1.8905,.9759,.5012,-.2151,.5881,-.3184,1.2618,-1.7606
3,0,10,-1.3495,1.5,.98,-.04,-.8179,-.2023,-1.0988,-.3253,.5102,.1915,-.5905,1.5016,.1222,-.0697,.2705,.0866,.6012,-.6583,-.2047,-.1015,-.4342,-.9827,-.5928,.5761,.6158,-.8548,1.2618,.739
3,0,10,-1.7793,-1.64,-1.72,-1.41,2.0345,-.2023,-.0424,-.3253,-.62,-.5786,.1744,.1372,.1222,1.2421,.9672,.6912,-.9391,-.6583,.1956,-.6545,.4637,-.9827,-.5928,-.4347,1.7356,-.9111,-.7823,-1.7606
3,0, ,-1.2715,-.6,-1.72,1.33,-.0424,-.2023,1.8202,.7743,.5102,.4572,.1744,1.0781,.1222,-.0697,.2705,2.0378,1.6762,-2.5375,2.0054,1.8164,-.687,.2621,-.5928,1.8524,-1.1549,-1.2605,.7703,-2.1601
3,0,6,-1.8064,-.94,-1.34,-.5,.3529,-.2023,-.8332,-.3253,-.62,.4572,.1744,-2.7114,-.4089,.409,.2705,.6912,.6012,1.0844,.4352,-1.3692,.4637,.2621,-.5928,.5761,1.3527,-.6693,-.7823,-1.7606
3,0,7,-1.4565,1.5,.59,-.04,.6019,-1.3345,-2.9425,-.6555,-.62,.1067,-.6079,-.2704,-.5485,1.0145,.7192,.6912,-.9391,.0281,1.2643,.0273,1.0671,.8126,.1038,.3468,-.1731,-.0553,.8615,-.115
3,0,6,-1.5456,-1.64,-1.72,-1.41,-.0424,-.2023,-.0424,-.3253,-.62,-1.0504,-.6414,-.2905,.1222,1.2421,.2705,-.6142,-2.1428,-2.0711,-.2661,-.1015,-.3799,.9269,-1.8489,-1.1295,.5881,-.6659,.2907,-.4858
3,1,7,-1.3247,-1.64,1.36,.42,-.5964,-.2023,-.3001,-.3253,.2751,.4572,.9888,.1816,.1222,.409,-.7816,-.6142,.6012,1.0844,-.5707,-.1015,.3335,.2621,.7301,.3468,.3228,-.5582,.1462,-1.7606
3,1,9,-2.0558,-.94,1.36,1.33,.6019,1.314,-.2546,.7743,.5068,.1041,.1744,.8628,.1222,.409,.2705,.6912,-.9391,-.6583,.1956,-.1015,.4637,.2621,-.5928,-.4347,-1.1549,-.3184,-.7823,-1.7606
3,0,7,-2.6369,-.94,-.18,1.33,-.8922,-.3971,-2.1693,-.6555,.2432,-1.4537,-.2934,-.4556,-.825,.9065,.9672,.6912,.6012,-.6583,.1956,-.6545,.4637,-.6723,-.5928,.3468,-1.1549,-.445,.7703,-1.7606
3,0,9,-1.6109,-1.64,-.95,-1.41,2.0345,-.2023,-.0424,-.3253,-.62,-.5786,.1744,-.4556,-1.0985,-.0697,.2705,-.6142,-.9391,-1.1507,-.9792,-1.3692,-.687,.2621,-.587344661739011,-1.1295,.5881,-.4415,-.7823,.739
3,1,5,-1.5001,1.5,.21,-1.41,1.1945,-.9422,-.1803,-.0008,-.62,.4572,.9684,-.0176,.1222,-.0697,.2705,-.6142,-.9391,-1.1534,.1956,-.1015,.052,-.9827,-1.8489,-.4347,.5881,-.8971,1.1625,-1.7606
3,1,1,-2.0807,-.6,-1.72,-.5,-.0424,-1.1481,-1.7463,-1.6391,.1245,-2.2652,-1.0615,-.3875,-2.4403,2.7752,3.0064,2.0378,-.9391,-1.391,-.9372,1.1448,1.8905,-2.1464,-1.4539,1.8524,.5881,-3.2367,2.07,-1.7606
3,1,8,-1.4309,-.6,-1.72,-.96,2.0345,-.2023,-.3001,.7743,-.103,.1067,-.2934,-.8176,-.825,.5082,1.6524,-1.558,-.5107,-.6583,-.5707,-1.3692,1.1422,-1.7389,-1.1176,-.6331,.0963,-.8575,.8615,-1.7606
3,0, ,-1.5168,1.5,.21,.42,.9207,-.4377,-.2546,.0728,.5102,.1041,.6797,-.0176,-.4089,.9065,-.0545,.6912,-.3047,-1.1664,.1956,-.1015,.8794,-.569,-.5928,-.9149,-.1731,-.5878,-.7823,.0721
3,0,8,-1.3209,-.25,.21,1.33,1.4424,-.7769,.3183,-.3253,.0236,.5464,.1744,.0127,-1.0985,.9065,.7192,.6912,.6012,1.0844,.849,-.1015,.8794,-.6723,-.5928,-.2151,.0296,.0348,-.7823,.0721
3,0,8,-1.304,-.6,-1.72,1.33,2.0345,-.3971,-.3007,-.3253,.5102,-.5786,.1744,.118,-.825,-1.8876,-.7816,2.0378,-.9391,1.0844,-.5707,-.1015,.4637,.2621,.1869,.8753,-.2021,-.3184,-.7823,-1.7606
3,0,7,-1.9716,.8,-1.72,-.5,-.5396,.2148,.0836,1.3514,1.0741,.5464,-.8687,-.6776,-.849,1.9635,1.1904,1.4734,-.3047,.443,1.1811,1.0596,1.3423,.8126,1.2386,.3133,1.7131,-1.2446,1.5082,-2.88832750102147
3,0,10,-1.3043,.8,.59,-.5,1.0832,.1155,.006,.7743,1.5391,.8329,1.8245,1.5482,-1.0985,1.2421,.5206,.6912,.6012,1.0844,-.2047,.5693,1.8905,.2621,-.5928,.5761,1.7356,-.8548,.2907,-.565683273315475
3,0,4,-1.9795,.45,-.18,.42,.3529,.2384,1.8202,.7743,-.62,-.1716,-1.0615,.3379,.0523,-.6311,.2705,2.0378,.6012,-.6583,2.0054,1.1448,-1.8939,-1.4829,-1.9675,1.8524,-1.1549,.0153,.2907,.739
3,0,4,-1.5458,-1.64,-1.72,-.5,-1.0374,-1.6385,-2.9425,-.99,-2.3003,-1.4494,-1.6837,-.7553,-.825,-1.126,2.5529,-.6142,.6012,.0281,-.2047,-.6545,.4637,.2621,1.2386,-2.5252,.5881,-1.398,2.4242,-.508736786384749
3,0,10,-2.4044,-.6,-.95,-.5,.627,.3995,-.0424,1.1225,.7904,.4572,1.3209,-1.384,-2.4403,-1.8876,-1.272,1.563,1.6762,.0281,2.0054,1.0596,.5428,1.7411,1.2386,.8347,-1.1549,1.4685,.2907,1.54650223056476
3,0,8,-1.5888,-1.64,-1.72,-1.41,-.0424,1.314,1.8202,.7743,.2751,-.5786,.1744,-.6896,-2.4403,-.524,1.2958,-.6142,-.887899328973024,-.6583,-.2047,-.1015,1.8905,-.4276,-.0214,-.4347,-1.1549,-1.0013,1.2618,-1.46216771954398
3,0, ,-2.5888,-.25,-.18,-.5,2.0345,-.2023,-.3001,-.6555,-.62,.4572,.1744,-.7553,-2.4403,-.1483,1.8743,.6912,-.9391,-.6583,.0385,-.6545,1.8905,1.348,-.5928,.5761,-1.1549,-1.4221,-.7823,-1.08814958599763
3,0,9,-2.1519,-.6,.21,-.5,.871,1.314,1.8202,1.0514,-.2232,.8329,1.8245,-.5262,-.5485,-.524,-1.272,-.6142,1.0891,1.0844,2.0054,1.8164,-1.4869,1.243,.1038,.3468,.5881,.4799,-.7823,-2.4109
3,0,9,-2.5704,-.94,-.95,-1.41,.7767,-.5575,-.5066,-1.6391,-.62,-1.4537,.1744,-.2704,-.825,.409,.9672,.6912,.6012,-.6952,.1956,-.6545,.4637,-.6723,-.5928,.9703,.5881,-.322,1.1928,-1.50155916609864
3,0,8,-1.8802,1.5,.98,1.33,-.0424,1.314,1.8202,.3686,.7904,2.0073,1.8245,1.0123,.1222,.409,.2705,-.6142,1.6762,.0042,-.2047,.5693,-.4342,.9269,.5012,.3468,-1.1549,2.7249,-.7823,-.801593651321426
3,0,7,-1.959,-1.64,-1.72,-.96,-.9523,1.314,1.0067,.7743,.5102,.4572,.1744,-.5753,-2.4403,-1.8876,1.2021,.8711,.6012,-.0159,-.357,-.772,-.0288,1.7411,1.2386,-1.1295,-1.1549,-.6464,-.7823,-1.7606
3,0, ,-1.5239,.1,.21,1.33,2.0345,1.314,1.8202,2.0165,1.1506,.4572,1.8245,-.0872,.1222,-.0362,.2705,-.043,.6012,.4667,.7871,-.1015,.4637,1.348,1.2386,-.094,-1.1549,-.6464,-.7823,.739
3,0,4,-2.5777,-1.64,-1.72,-1.41,-1.0963,-1.1481,-1.0988,-.3253,-.62,-.5786,.1744,-.9873,-1.0985,-.0697,1.6524,-.6142,-.9391,-.6583,.1956,-.1015,.4637,.2621,1.2386,-1.3162,.5881,-.9879,-.7823,-1.7606
